"analysis","analysis_taxon_id","species","outcome","exposure_encoding","engine","model_formula","n","event_blocks","observer_clusters","generalized_locations","status","converged","singular_fit","rank_deficient","optimizer_code","convergence_message","maximum_absolute_gradient","event_block_variance","observer_variance","location_variance","residual_variance","valid_biological_result","failure_reason","previously_identified_failure_species","failed_component_is_not_null_result"
"primary_additive_link_and_finite_vs_x","atx_15dd5efcd8d6","Black Turnstone","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,2.75908753975023,0.354549863336557,12.5965416172305,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_15dd5efcd8d6","Black Turnstone","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",4421,43,1348,652,"completed",TRUE,FALSE,FALSE,0,"",0.00799952431407291,0.0968925908954901,0.0225891360664001,0.283352108812503,1.08633107166385,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_1812dd827ede","Surfbird","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.40758836142329,0.308572825554338,17.377378913594,,TRUE,"",TRUE,FALSE
"primary_additive_link_and_finite_vs_x","atx_1812dd827ede","Surfbird","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",1063,,,,"failed_insufficient_support",FALSE,,,,"failed_insufficient_support",,,,,,FALSE,"failed_insufficient_support",TRUE,TRUE
"primary_additive_link_and_finite_vs_x","atx_1930f23cc4f8","Surf Scoter","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217183,58,29247,22979,"completed",TRUE,FALSE,FALSE,0,"",,1.07374374716377,0.793328148115708,12.1752503157956,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_1930f23cc4f8","Surf Scoter","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",16632,57,3846,2163,"completed",TRUE,FALSE,FALSE,0,"",0.0107367304735817,0.261489911929462,0.134995760334479,0.613262980096866,2.08534474213426,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_3083477933a8","White-winged Scoter","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217199,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.888713385475864,0.853904455301967,10.0548949118014,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_3083477933a8","White-winged Scoter","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",4706,50,1511,837,"completed",TRUE,FALSE,FALSE,0,"",0.00215592081076466,0.0960941575646834,0.211809636444791,0.528453125998371,1.61838970829629,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_35518e24dfdd","Common Merganser","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217093,58,29239,22972,"completed",TRUE,FALSE,FALSE,0,"",,0.145284831930367,0.245353886193792,3.97042311540352,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_35518e24dfdd","Common Merganser","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",27776,58,5707,3099,"completed",TRUE,FALSE,FALSE,0,"",0.0513377744937316,0.0484097313384187,0.0259840997854337,0.15296979074017,0.800063774830209,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_35707a9578d5","Pelagic Cormorant","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,0.0866895472732662,0.984100523437517,11.8211825922531,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_35707a9578d5","Pelagic Cormorant","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",18881,53,4258,2147,"completed",TRUE,FALSE,FALSE,0,"",0.0349412221112289,0.0218519409811211,0.0997647089321432,0.256298933512177,0.595091490249894,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_40f730f5ad72","Long-tailed Duck","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,1.62551512818616,0.991681890174391,10.9444151846826,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_40f730f5ad72","Long-tailed Duck","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",2946,44,1034,603,"completed",TRUE,FALSE,FALSE,0,"",0.00196910150407348,0.172465525643745,0.135853402861236,0.493557721217683,1.32555722953803,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_4ae57d328ec6","Greater Scaup","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",216227,58,29097,22934,"completed",TRUE,FALSE,FALSE,0,"",,0.349399530180524,0.729422050327151,6.49440440710596,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_4ae57d328ec6","Greater Scaup","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",4514,52,1505,708,"completed",TRUE,FALSE,FALSE,0,"",0.00107632331491914,0.160977375267703,0.196433930212551,0.912599680521789,1.58131887421412,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_59441ff7abde","Brant","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,2.22013552035496,0.360310358119565,10.4282033194274,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_59441ff7abde","Brant","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",3796,41,1333,558,"completed",TRUE,FALSE,FALSE,0,"",0.00486415046907496,0.192800501991047,0.127359855772865,0.650495552136695,1.768611868077,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_5a9a3495d0ea","Western Gull","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",216824,58,29166,22958,"completed",TRUE,FALSE,FALSE,0,"",,1.38225540340213,1.21687390358203,7.98467915967777,,TRUE,"",TRUE,FALSE
"primary_additive_link_and_finite_vs_x","atx_5a9a3495d0ea","Western Gull","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",712,31,368,202,"completed_with_singular_warning",TRUE,TRUE,FALSE,0,"boundary (singular) fit: see help('isSingular')",7.15112946636509e-05,0,0.0613642425103456,0.00204084126583706,0.0748023146682744,TRUE,"",TRUE,FALSE
"primary_additive_link_and_finite_vs_x","atx_6b4cfd1ab927","Horned Grebe","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217142,58,29242,22975,"completed",TRUE,FALSE,FALSE,0,"",,2.94293994958895,0.896941971458561,10.4435541430065,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_6b4cfd1ab927","Horned Grebe","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",13054,55,3022,1747,"completed",TRUE,FALSE,FALSE,0,"",0.0235264815273695,0.0164645331558405,0.117576883757601,0.193704070578642,0.593944466978793,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_6cbe5bbd310c","Rhinoceros Auklet","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217200,58,29248,22980,"completed",TRUE,FALSE,FALSE,0,"",,1.97911576299874,1.19827284495111,14.7040010703611,,TRUE,"",TRUE,FALSE
"primary_additive_link_and_finite_vs_x","atx_6cbe5bbd310c","Rhinoceros Auklet","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",1816,,,,"failed_insufficient_support",FALSE,,,,"failed_insufficient_support",,,,,,FALSE,"failed_insufficient_support",TRUE,TRUE
"primary_additive_link_and_finite_vs_x","atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217037,58,29206,22967,"completed",TRUE,FALSE,FALSE,0,"",,0.281839708447423,2.07339564914761,4.87386664907499,,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","all concurrent event links retained additively","lme4_lmer_REML","log(positive numeric reported count) [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",85053,57,13084,7897,"completed",TRUE,FALSE,FALSE,0,"",0.0491636455990374,0.0289995062362813,0.282372197668038,0.553052205406286,0.939934592164577,TRUE,"",FALSE,FALSE
"primary_additive_link_and_finite_vs_x","atx_7571c026ae99","American Herring Gull","checklist_reporting","all concurrent event links retained additively","lme4_glmer_nAGQ0","checklist-reporting indicator [model_response] ~ es_near_baseline + es_reference_baseline + es_near_early_pre + es_reference_early_pre + es_near_immediate_pre + es_reference_immediate_pre + es_near_spawn_start + es_reference_spawn_start + es_near_early_egg + es_reference_early_egg + es_near_late_egg + es_reference_late_egg + factor(checklist_year) + protocol + log_duration + log_effort_distance + observer_count + (1|event_block_token) + (1|observer_cluster_token) + (1|location_cluster_token)",217179,58,29244,22979,"completed",TRUE,FALSE,FALSE,0,"",,0.305995110862288,2.3113106239951,3.69792541535043,,TRUE,"",FALSE,FALSE
